input,fft(real),fft(imaginary),ifft(real),ifft(imaginary)
0.129412,-0.181747,0.579322,0.129412,-2.51281e-009
0.137255,0.294021,-0.560825,0.137255,-2.48409e-009
0.145098,-0.26768,0.325696,0.145098,-2.44825e-009
0.152941,0.172118,-0.249847,0.152941,-2.44063e-009
0.168627,-0.0970651,0.215291,0.168627,-2.35256e-009
0.168627,0.186802,-0.269356,0.168627,-2.27204e-009
0.176471,-0.32398,0.177873,0.176471,-2.21364e-009
0.184314,0.400818,-0.063375,0.184314,-2.14747e-009
0.192157,-0.361348,0.0295594,0.192157,-2.03272e-009
0.192157,0.414185,-0.097262,0.192157,-1.92369e-009
0.2,-0.437194,0.156124,0.2,-1.8213e-009
0.2,0.56415,-0.213484,0.2,-1.68975e-009
0.2,-0.592814,0.107766,0.2,-1.57449e-009
0.207843,0.509444,-0.0229038,0.207843,-1.4596e-009
0.207843,-0.379072,-0.0465948,0.207843,-1.29169e-009
0.207843,0.178412,0.141334,0.207843,-1.12569e-009
0.2,0.0446714,-0.0359764,0.2,-9.80594e-010
0.2,-0.0392421,0.00319459,0.2,-8.65777e-010
0.2,0.0551796,0.0308012,0.2,-7.06538e-010
0.192157,0.0934981,0.146274,0.192157,-5.69738e-010
0.192157,0.135006,-0.35853,0.192157,-4.107e-010
0.184314,-0.393446,0.309101,0.184314,-2.62749e-010
0.184314,0.633454,0.121587,0.184314,-9.33165e-011
0.176471,-0.246364,-0.613218,0.176471,9.6062e-011
0.168627,-0.272753,0.693103,0.168627,2.64027e-010
0.160784,0.777633,-0.310506,0.160784,4.1882e-010
0.152941,-0.558647,-0.213419,0.152941,5.78054e-010
0.145098,0.272872,0.231116,0.145098,7.58171e-010
0.129412,-0.0371189,-0.165585,0.129412,9.1064e-010
0.121569,0.0629841,-0.122115,0.121569,1.03223e-009
0.113725,-0.355151,0.0081436,0.113725,1.18562e-009
0.0980392,0.212925,0.286228,0.0980392,1.3234e-009
0.0901961,-0.0554251,-0.251282,0.0901961,1.46094e-009
0.0745098,-0.0891633,0.260476,0.0745098,1.58426e-009
0.0666667,0.059838,-0.057498,0.0666667,1.69259e-009
0.0509804,-0.0897113,0.213075,0.0509804,1.80793e-009
0.0431373,0.154628,0.0768749,0.0431373,1.91405e-009
0.027451,-0.00837422,0.0313429,0.027451,2.02618e-009
0.0196078,-0.120516,0.157378,0.0196078,2.11161e-009
0.00392157,0.180221,0.487379,0.00392157,2.23374e-009
-0.0117647,0.403518,0.0241352,-0.0117647,2.29694e-009
-0.0196078,0.239226,0.205829,-0.0196078,2.35649e-009
-0.0352941,0.592746,-0.141315,-0.0352941,2.4452e-009
-0.0509804,0.0985002,-0.468526,-0.0509804,2.48032e-009
-0.0588235,-0.303503,0.0910261,-0.0588235,2.50028e-009
-0.0745098,0.569358,0.261455,-0.0745098,2.53439e-009
-0.0823529,0.0733191,-0.546395,-0.0823529,2.55536e-009
-0.0980392,-0.0361921,0.233241,-0.0980392,2.57562e-009
-0.105882,0.293052,-0.158057,-0.105882,2.54291e-009
-0.113725,0.141497,-0.00690966,-0.113725,2.56002e-009
-0.129412,0.187417,-0.308666,-0.129412,2.5426e-009
-0.137255,-0.0717174,0.019929,-0.137255,2.48827e-009
-0.145098,0.297596,-0.0562275,-0.145098,2.45968e-009
-0.152941,0.107201,-0.311991,-0.152941,2.40894e-009
-0.160784,-0.0749186,0.0340822,-0.160784,2.36551e-009
-0.168627,0.367353,-0.288746,-0.168627,2.31497e-009
-0.176471,-0.357491,-0.0652151,-0.176471,2.2342e-009
-0.184314,0.47445,-0.0021554,-0.184314,2.14905e-009
-0.192157,-0.124752,-0.360705,-0.192157,2.0401e-009
-0.192157,-0.0292089,-0.0184643,-0.192157,1.92612e-009
-0.2,0.230956,-0.0280707,-0.2,1.80569e-009
-0.2,-0.0952743,-0.418563,-0.2,1.66555e-009
-0.2,-0.0519733,0.0765974,-0.2,1.53788e-009
-0.2,-0.0314587,-0.0501975,-0.2,1.43178e-009
-0.2,0.223066,-0.13939,-0.2,1.30102e-009
-0.2,-0.195497,-0.0845778,-0.2,1.19262e-009
-0.2,0.134735,-0.0534151,-0.2,1.04706e-009
-0.2,0.0691955,-0.00303176,-0.2,9.15217e-010
-0.2,-0.023367,-0.286826,-0.2,7.38786e-010
-0.192157,0.0621314,0.151989,-0.192157,5.7692e-010
-0.192157,0.0271104,-0.284585,-0.192157,4.30147e-010
-0.184314,0.0424865,0.0827446,-0.184314,2.62798e-010
-0.176471,0.131927,-0.235706,-0.176471,1.19031e-010
-0.176471,-0.231036,-0.139894,-0.176471,-2.75199e-011
-0.168627,0.237801,0.298924,-0.168627,-2.17018e-010
-0.160784,0.126218,-0.580894,-0.160784,-3.77333e-010
-0.152941,-0.26598,0.230635,-0.152941,-5.45247e-010
-0.145098,0.348438,-0.130504,-0.145098,-7.29238e-010
-0.129412,-0.0932892,-0.231747,-0.129412,-8.76909e-010
-0.121569,0.022226,0.0535498,-0.121569,-1.00013e-009
-0.113725,0.115266,-0.22645,-0.113725,-1.16476e-009
-0.0980392,-0.0560358,0.00111728,-0.0980392,-1.29526e-009
-0.0901961,0.133721,-0.186753,-0.0901961,-1.43444e-009
-0.0745098,-0.0436089,-0.112547,-0.0745098,-1.55417e-009
-0.0666667,-0.0758698,-0.0917025,-0.0666667,-1.66554e-009
-0.0509804,0.152865,0.0816578,-0.0509804,-1.78082e-009
-0.0431373,0.0818473,-0.329184,-0.0431373,-1.88211e-009
-0.027451,-0.172504,-0.0188912,-0.027451,-1.99267e-009
-0.0196078,0.141941,0.0942729,-0.0196078,-2.08764e-009
-0.00392157,0.263441,-0.268756,-0.00392157,-2.19813e-009
0.0117647,-0.270073,-0.281496,0.0117647,-2.26166e-009
0.0196078,0.0516126,0.322385,0.0196078,-2.32182e-009
0.0352941,0.430112,-0.401785,0.0352941,-2.39143e-009
0.0431373,-0.438751,-0.223482,0.0431373,-2.44345e-009
0.0588235,0.262514,0.242696,0.0588235,-2.51009e-009
0.0745098,0.105568,-0.390038,0.0745098,-2.52492e-009
0.0823529,-0.0670507,-0.0879459,0.0823529,-2.53987e-009
0.0980392,0.0315734,-0.0673755,0.0980392,-2.54211e-009
0.105882,0.0742355,-0.168133,0.105882,-2.52879e-009
0.113725,0.0396677,-0.058316,0.113725,-2.54361e-009
0.129412,0.0163679,-0.28443,0.129412,-2.53186e-009
0.137255,-0.0388911,0.107223,0.137255,-2.46883e-009
0.145098,0.266914,-0.218411,0.145098,-2.43571e-009
0.152941,-0.0440749,-0.291131,0.152941,-2.38932e-009
0.160784,-0.0724013,0.0488322,0.160784,-2.33922e-009
0.168627,0.340685,-0.298026,0.168627,-2.26937e-009
0.176471,-0.334996,-0.185552,0.176471,-2.20122e-009
0.184314,0.292635,0.105901,0.184314,-2.09607e-009
0.184314,0.175432,-0.393896,0.184314,-2.01154e-009
0.192157,-0.122215,-0.19415,0.192157,-1.90988e-009
0.192157,0.245653,-0.112396,0.192157,-1.80094e-009
0.2,-0.0137839,-0.403665,0.2,-1.69762e-009
0.2,-0.0951817,-0.209667,0.2,-1.55749e-009
0.2,0.0791409,0.131309,0.2,-1.43897e-009
0.2,0.358603,-0.479468,0.2,-1.30154e-009
0.2,-0.0159487,-0.102859,0.2,-1.1901e-009
0.2,0.305605,-0.444555,0.2,-1.048e-009
0.2,0.250023,-0.281153,0.2,-9.10953e-010
0.2,0.206866,-0.722946,0.2,-7.31403e-010
0.192157,0.190763,-0.626839,0.192157,-5.70296e-010
0.192157,-0.21181,-0.690462,0.192157,-4.28118e-010
0.184314,0.761157,-0.338246,0.184314,-2.55579e-010
0.176471,0.900479,-2.58124,0.176471,-1.11345e-010
0.176471,-2.30945,-3.36506,0.176471,3.1633e-011
0.168627,-3.97147,-0.0989982,0.168627,2.26226e-010
0.160784,-2.04346,1.93964,0.160784,3.81992e-010
0.152941,-0.174785,1.58915,0.152941,5.51759e-010
0.145098,0.153187,0.419748,0.145098,7.35903e-010
0.129412,-0.480305,0.027293,0.129412,8.88403e-010
0.121569,-0.618931,0.829829,0.121569,1.00671e-009
0.113725,0.319593,0.563621,0.113725,1.16276e-009
0.0980392,-0.0662013,-0.0228464,0.0980392,1.30358e-009
0.0901961,-0.27857,0.270639,0.0901961,1.43146e-009
0.0745098,-0.0936674,0.378797,0.0745098,1.54883e-009
0.0666667,0.289498,0.286288,0.0666667,1.67581e-009
0.0509804,-0.125973,-0.413414,0.0509804,1.78898e-009
0.0431373,-0.467784,0.504077,0.0431373,1.88884e-009
0.027451,0.364158,0.272411,0.027451,1.98946e-009
0.0196078,0.111339,-0.345194,0.0196078,2.09913e-009
0.00392157,-0.643234,0.0162148,0.00392157,2.1989e-009
-0.0117647,0.149613,0.551458,-0.0117647,2.2553e-009
-0.0196078,0.193908,-0.252464,-0.0196078,2.31283e-009
-0.0352941,-0.495498,-0.12265,-0.0352941,2.3719e-009
-0.0431373,-0.0165055,0.581082,-0.0431373,2.43327e-009
-0.0588235,0.144614,-0.231366,-0.0588235,2.47654e-009
-0.0666667,-0.199885,0.106799,-0.0666667,2.50799e-009
-0.0823529,-0.212326,0.125715,-0.0823529,2.53891e-009
-0.0901961,0.214698,0.234662,-0.0901961,2.55152e-009
-0.105882,-0.0995908,-0.102456,-0.105882,2.5522e-009
-0.113725,-0.0385805,0.00262813,-0.113725,2.54222e-009
-0.121569,-0.114239,0.3024,-0.121569,2.54898e-009
-0.137255,0.218945,-0.240556,-0.137255,2.53125e-009
-0.145098,-0.259757,0.212866,-0.145098,2.45825e-009
-0.152941,0.0952128,-0.172596,-0.152941,2.41343e-009
-0.160784,-0.120785,0.246134,-0.160784,2.35006e-009
-0.168627,0.0163513,-0.200831,-0.168627,2.28388e-009
-0.176471,-0.0716983,0.159112,-0.176471,2.18323e-009
-0.176471,-0.139281,-0.0382114,-0.176471,2.11909e-009
-0.184314,0.148206,0.0675274,-0.184314,2.04696e-009
-0.192157,-0.311777,-0.0134923,-0.192157,1.95594e-009
-0.192157,0.239321,0.0869913,-0.192157,1.83381e-009
-0.2,-0.260393,-0.0160546,-0.2,1.71912e-009
-0.2,0.118146,-0.0225884,-0.2,1.57483e-009
-0.2,-0.171796,0.197688,-0.2,1.44411e-009
-0.2,0.205545,-0.233881,-0.2,1.32145e-009
-0.2,-0.327041,0.137539,-0.2,1.19189e-009
-0.2,0.128064,0.00716738,-0.2,1.05654e-009
-0.2,-0.0092564,0.00854147,-0.2,8.9729e-010
-0.192157,-0.1517,-0.182632,-0.192157,7.45236e-010
-0.192157,-0.168024,0.265947,-0.192157,6.18595e-010
-0.192157,0.221726,-0.0125846,-0.192157,4.39394e-010
-0.184314,-0.265474,-0.19181,-0.184314,2.67102e-010
-0.176471,-0.0214885,0.337345,-0.176471,1.15295e-010
-0.168627,0.0452232,-0.138251,-0.168627,7.19764e-013
-0.168627,0.0142366,0.115038,-0.168627,-1.67046e-010
-0.160784,-0.0888014,-0.129453,-0.160784,-3.50464e-010
-0.152941,0.00776718,0.112096,-0.152941,-5.29896e-010
-0.137255,-0.0797788,-0.0296313,-0.137255,-6.93292e-010
-0.129412,0.0908334,0.0105348,-0.129412,-8.1324e-010
-0.121569,-0.18866,-0.109841,-0.121569,-9.44037e-010
-0.113725,-0.061999,0.224015,-0.113725,-1.10236e-009
-0.0980392,0.191818,-0.0742316,-0.0980392,-1.24824e-009
-0.0901961,-0.268084,-0.0758308,-0.0901961,-1.35745e-009
-0.0823529,0.1084,0.188739,-0.0823529,-1.51157e-009
-0.0666667,-0.0886646,-0.0460636,-0.0666667,-1.66281e-009
-0.0509804,0.201347,0.0690019,-0.0509804,-1.76076e-009
-0.0431373,-0.182103,-0.184626,-0.0431373,-1.86273e-009
-0.027451,0.0531364,0.226777,-0.027451,-1.95181e-009
-0.0196078,0.150084,-0.130976,-0.0196078,-2.05379e-009
-0.00392157,-0.114431,-0.175187,-0.00392157,-2.14617e-009
0.00392157,-0.0952454,0.190957,0.00392157,-2.22708e-009
0.0196078,0.174182,-0.0637652,0.0196078,-2.31707e-009
0.0352941,0.0478777,-0.0498693,0.0352941,-2.35715e-009
0.0431373,-0.0589912,-0.165731,0.0431373,-2.41301e-009
0.0588235,0.0689815,0.0894677,0.0588235,-2.45101e-009
0.0666667,0.0777473,-0.165697,0.0666667,-2.48641e-009
0.0823529,0.0631875,-0.205182,0.0823529,-2.51044e-009
0.0901961,-0.140969,-0.0228008,0.0901961,-2.51992e-009
0.105882,0.179361,-0.184219,0.105882,-2.5229e-009
0.113725,0.0516732,-0.0506363,0.113725,-2.50401e-009
0.121569,0.0756578,-0.556314,0.121569,-2.48887e-009
0.129412,-0.054514,0.0860477,0.129412,-2.49782e-009
0.145098,0.44338,-0.70899,0.145098,-2.45482e-009
0.152941,-0.00958013,-1.01978,0.152941,-2.39354e-009
0.160784,-1.03662,-1.54264,0.160784,-2.31781e-009
0.168627,-2.09058,-0.255409,0.168627,-2.23157e-009
0.168627,-1.45866,1.11295,0.168627,-2.15609e-009
0.176471,-0.404418,1.08998,0.176471,-2.11465e-009
0.184314,0.146596,0.867518,0.184314,-2.00561e-009
0.184314,-0.0448073,0.0781069,0.184314,-1.92225e-009
0.192157,-0.142271,0.646289,0.192157,-1.82891e-009
0.192157,0.119537,0.251332,0.192157,-1.73056e-009
0.2,0.082665,0.255586,0.2,-1.60966e-009
0.2,-0.0447352,0.203185,0.2,-1.45525e-009
0.2,0.131784,0.126573,0.2,-1.3233e-009
0.2,-0.150563,0.176264,0.2,-1.19239e-009
0.2,0.110866,0.206859,0.2,-1.05344e-009
0.2,0.0475418,0.114831,0.2,-8.83348e-010
0.192157,-0.0620049,0.00159872,0.192157,-7.24838e-010
0.192157,-0.0410858,0.34026,0.192157,-5.84639e-010
0.184314,0.214502,-0.0129578,0.184314,-4.31052e-010
0.184314,-0.118236,0.0163721,0.184314,-2.85691e-010
0.176471,-0.117802,0.136758,0.176471,-1.13503e-010
0.168627,0.131964,0.279683,0.168627,1.43243e-011
0.160784,0.0324262,-0.124482,0.160784,1.54582e-010
0.160784,-0.105129,0.153491,0.160784,3.13152e-010
0.152941,-0.0323105,0.225153,0.152941,5.17067e-010
0.137255,0.270874,0.00687173,0.137255,6.71902e-010
0.129412,-0.248673,0.0220703,0.129412,7.96208e-010
0.121569,0.126977,0.172022,0.121569,9.33567e-010
0.113725,0.0219016,0.141849,0.113725,1.09012e-009
0.0980392,0.0735342,-0.107484,0.0980392,1.22945e-009
0.0901961,-0.0826965,0.238722,0.0901961,1.34403e-009
0.0823529,0.133884,-0.0273768,0.0823529,1.4871e-009
0.0666667,-0.0370281,0.110773,0.0666667,1.6315e-009
0.0588235,0.153966,0.0636272,0.0588235,1.74856e-009
0.0431373,-0.071567,-0.146677,0.0431373,1.88226e-009
0.027451,0.0158925,0.2784,0.027451,1.95166e-009
0.0196078,0.0856322,-0.195771,0.0196078,2.0451e-009
0.00392157,-0.0955369,0.115828,0.00392157,2.1197e-009
-0.00392157,-0.0861553,0.0664045,-0.00392157,2.20376e-009
-0.0196078,0.176059,0.151388,-0.0196078,2.28781e-009
-0.027451,-0.000654717,-0.0967493,-0.027451,2.35095e-009
-0.0431373,-0.139508,0.0241213,-0.0431373,2.43953e-009
-0.0588235,0.145725,0.291487,-0.0588235,2.44533e-009
-0.0666667,0.0478311,-0.24496,-0.0666667,2.47904e-009
-0.0823529,-0.060204,0.127269,-0.0823529,2.48738e-009
-0.0901961,-0.109351,0.101141,-0.0901961,2.49615e-009
-0.0980392,0.318687,0.0589114,-0.0980392,2.51999e-009
-0.113725,-0.217434,-0.124522,-0.113725,2.51376e-009
-0.121569,0.0691241,0.130629,-0.121569,2.48141e-009
-0.129412,-0.0143695,0.0508405,-0.129412,2.4549e-009
-0.137255,0.0319008,0.0511108,-0.137255,2.44124e-009
-0.145098,0.125328,-0.0849126,-0.145098,2.411e-009
-0.160784,-0.377125,0.160088,-0.160784,2.34837e-009
-0.160784,0.614758,0.221255,-0.160784,2.26441e-009
-0.168627,-0.27943,-0.484428,-0.168627,2.22218e-009
-0.176471,-0.0700542,0.376726,-0.176471,2.14401e-009
-0.184314,0.203238,-0.0598715,-0.184314,2.04189e-009
-0.184314,-0.0714044,-0.104284,-0.184314,1.94382e-009
-0.192157,-0.0967325,-0.00155562,-0.192157,1.83144e-009
-0.192157,-0.0875174,0.284968,-0.192157,1.71427e-009
-0.192157,0.341724,-0.188449,-0.192157,1.62829e-009
-0.2,-0.455201,0.0986113,-0.2,1.51975e-009
-0.2,0.405385,0.158461,-0.2,1.35987e-009
-0.2,-0.197067,-0.112406,-0.2,1.21334e-009
-0.2,0.139269,0.0869652,-0.2,1.04263e-009
-0.192157,-0.120555,0.0245056,-0.192157,9.08106e-010
-0.192157,0.164314,0.0889351,-0.192157,7.89025e-010
-0.192157,-0.0258336,-0.0802386,-0.192157,6.33755e-010
-0.184314,-0.0181399,0.0628358,-0.184314,4.6746e-010
-0.184314,0.0502396,0.0509374,-0.184314,3.13628e-010
-0.176471,-5.79628e-005,-0.0553925,-0.176471,1.44233e-010
-0.168627,-0.0591955,0.139533,-0.168627,-1.06069e-011
-0.160784,0.139072,0.0392049,-0.160784,-1.63117e-010
-0.152941,0.0296071,-0.0250533,-0.152941,-3.01694e-010
-0.145098,-0.0543585,0.0307411,-0.145098,-4.44812e-010
-0.137255,0.158096,0.131426,-0.137255,-5.91964e-010
-0.129412,-0.000741909,-0.164962,-0.129412,-7.27515e-010
-0.121569,-0.0336512,0.192606,-0.121569,-8.70041e-010
-0.113725,0.13765,-0.0187875,-0.113725,-1.03861e-009
-0.0980392,0.0340644,0.112076,-0.0980392,-1.18185e-009
-0.0901961,0.141486,-0.0321526,-0.0901961,-1.29605e-009
-0.0823529,0.07765,0.259948,-0.0823529,-1.43294e-009
-0.0666667,0.572445,-0.0659727,-0.0666667,-1.58174e-009
-0.0588235,0.381817,-0.245025,-0.0588235,-1.69598e-009
-0.0431373,0.351854,-0.927471,-0.0431373,-1.80531e-009
-0.0352941,-0.796853,-0.606634,-0.0352941,-1.91565e-009
-0.0196078,-0.496461,0.159399,-0.0196078,-2.02305e-009
-0.00392157,-0.112723,0.210406,-0.00392157,-2.09293e-009
0.00392157,0.0296155,-0.0828945,0.00392157,-2.1707e-009
0.0196078,-0.307377,-0.213411,0.0196078,-2.2388e-009
0.027451,-0.375251,0.365329,0.027451,-2.30658e-009
0.0431373,0.136982,0.140629,0.0431373,-2.35483e-009
0.0509804,0.00313503,0.1815,0.0509804,-2.40743e-009
0.0666667,0.0862553,-0.225195,0.0666667,-2.45174e-009
0.0745098,-0.244098,0.276036,0.0745098,-2.48264e-009
0.0901961,0.322199,-0.119696,0.0901961,-2.50019e-009
0.0980392,-0.35723,-0.0563789,0.0980392,-2.51038e-009
0.113725,0.123293,0.157454,0.113725,-2.49345e-009
0.121569,-0.181422,-0.0211591,0.121569,-2.44796e-009
0.129412,0.163881,0.130607,0.129412,-2.43305e-009
0.137255,-0.172861,-0.0514708,0.137255,-2.39716e-009
0.145098,0.163882,0.0932591,0.145098,-2.36891e-009
0.152941,-0.153809,-0.0389813,0.152941,-2.33385e-009
0.160784,0.063952,0.0121115,0.160784,-2.27599e-009
0.168627,-0.105603,0.132587,0.168627,-2.21533e-009
0.176471,0.10955,-0.0767496,0.176471,-2.13603e-009
0.184314,-0.0839928,0.0641023,0.184314,-2.0265e-009
0.184314,-0.0720049,0.0106285,0.184314,-1.92067e-009
0.192157,0.124206,0.113599,0.192157,-1.8076e-009
0.192157,-0.109802,-0.0835625,0.192157,-1.68593e-009
0.192157,0.0180038,0.104999,0.192157,-1.57724e-009
0.192157,0.0224719,0.0887877,0.192157,-1.49152e-009
0.2,0.0393606,-0.0913108,0.2,-1.35581e-009
0.2,-0.0279557,0.0811519,0.2,-1.18927e-009
0.192157,-0.0939686,0.028037,0.192157,-1.04342e-009
0.192157,0.216249,0.142678,0.192157,-9.34548e-010
0.192157,-0.0292536,-0.16229,0.192157,-7.99526e-010
0.192157,-0.109007,0.017134,0.192157,-6.42251e-010
0.184314,0.155,0.31411,0.184314,-4.67905e-010
0.184314,0.123677,-0.476406,0.184314,-3.08704e-010
0.176471,-0.264443,0.373259,0.176471,-1.30742e-010
0.168627,0.350793,-0.222095,0.168627,2.59524e-011
0.160784,-0.265602,-0.000508688,0.160784,1.71216e-010
0.152941,0.170952,0.0589089,0.152941,3.07388e-010
0.145098,-0.126125,-0.171631,0.145098,4.52064e-010
0.137255,0.061414,0.184962,0.137255,5.95278e-010
0.129412,-0.0853665,-0.242537,0.129412,7.41419e-010
0.121569,0.0528957,0.249932,0.121569,8.81001e-010
0.113725,-0.0696981,-0.333801,0.113725,1.04549e-009
0.0980392,-0.176024,0.335832,0.0980392,1.18521e-009
0.0901961,0.317516,-0.0741754,0.0901961,1.29815e-009
0.0823529,-0.311577,-0.238922,0.0823529,1.44805e-009
0.0666667,0.052823,0.439033,0.0666667,1.57822e-009
0.0588235,0.15638,-0.337858,0.0588235,1.68399e-009
0.0431373,-0.179993,0.0953104,0.0431373,1.806e-009
0.0352941,-0.0749692,-0.000457692,0.0352941,1.92433e-009
0.0196078,0.120547,0.152729,0.0196078,2.03408e-009
0.00392157,-0.016155,-0.188353,0.00392157,2.09883e-009
-0.00392157,-0.177339,0.0881817,-0.00392157,2.17475e-009
-0.0196078,0.161113,0.171426,-0.0196078,2.24516e-009
-0.027451,-0.00517603,-0.261714,-0.027451,2.31105e-009
-0.0431373,-0.193535,0.162708,-0.0431373,2.36324e-009
-0.0509804,0.136818,0.0820294,-0.0509804,2.40751e-009
-0.0666667,-0.0427248,-0.132547,-0.0666667,2.4477e-009
-0.0745098,-0.0690026,0.208246,-0.0745098,2.47651e-009
-0.0901961,0.132403,-0.0925647,-0.0901961,2.48872e-009
-0.0980392,-0.0690146,0.0699232,-0.0980392,2.47171e-009
-0.105882,0.0519193,0.0236943,-0.105882,2.50012e-009
-0.121569,0.150704,-0.0823303,-0.121569,2.47855e-009
-0.129412,-0.259142,-0.0706326,-0.129412,2.45041e-009
-0.137255,0.19662,0.142713,-0.137255,2.40577e-009
-0.145098,-0.121321,-0.189061,-0.145098,2.3743e-009
-0.152941,-0.0441335,0.0914679,-0.152941,2.32046e-009
-0.160784,0.00594392,0.0288601,-0.160784,2.27313e-009
-0.168627,-0.0608586,-0.0904634,-0.168627,2.19192e-009
-0.176471,-0.069306,0.194932,-0.176471,2.10304e-009
-0.176471,0.104244,-0.106322,-0.176471,2.00391e-009
-0.184314,-0.223429,0.0571533,-0.184314,1.92711e-009
-0.184314,0.0833985,0.266042,-0.184314,1.83592e-009
-0.192157,0.210436,-0.125293,-0.192157,1.72848e-009
-0.192157,-0.204074,0.0149524,-0.192157,1.58893e-009
-0.192157,0.21324,0.123148,-0.192157,1.47088e-009
-0.192157,-0.0545817,-0.226652,-0.192157,1.34741e-009
-0.192157,-0.256616,0.14388,-0.192157,1.23214e-009
-0.192157,0.175306,0.315687,-0.192157,1.1039e-009
-0.192157,0.0637341,-0.120286,-0.192157,9.70912e-010
-0.192157,0.0923962,0.368493,-0.192157,8.02179e-010
-0.184314,0.409026,-0.122403,-0.184314,6.49613e-010
-0.184314,0.258839,-0.0981844,-0.184314,5.16179e-010
-0.176471,0.0620917,-0.460188,-0.176471,3.67704e-010
-0.176471,-0.0452904,-0.0887149,-0.176471,2.05972e-010
-0.168627,-0.206094,-0.337869,-0.168627,3.60053e-011
-0.160784,-0.122395,0.218134,-0.160784,-1.18112e-010
-0.152941,0.059729,-0.211395,-0.152941,-2.65535e-010
-0.145098,-0.187332,-0.0340469,-0.145098,-4.16045e-010
-0.137255,-0.104869,0.0694908,-0.137255,-5.45413e-010
-0.129412,0.0747164,-0.0110518,-0.129412,-6.96294e-010
-0.121569,-0.149072,-0.0324115,-0.121569,-8.39628e-010
-0.113725,0.075241,0.0514595,-0.113725,-1.00242e-009
-0.0980392,-0.0714,-0.109072,-0.0980392,-1.14353e-009
-0.0901961,-0.0853187,0.0340907,-0.0901961,-1.2543e-009
-0.0823529,0.0226677,0.0453603,-0.0823529,-1.40187e-009
-0.0666667,-0.00697101,-0.124006,-0.0666667,-1.53261e-009
-0.0588235,-0.190184,0.0359642,-0.0588235,-1.64757e-009
-0.0431373,0.0901362,0.125838,-0.0431373,-1.7598e-009
-0.0352941,-0.0465939,-0.160068,-0.0352941,-1.87232e-009
-0.0196078,-0.071707,0.169187,-0.0196078,-1.96716e-009
-0.0117647,0.112495,-0.111016,-0.0117647,-2.07169e-009
0.00392157,-0.14524,-0.0307823,0.00392157,-2.17055e-009
0.0196078,-0.0171339,0.0951137,0.0196078,-2.22367e-009
0.027451,0.0718824,-0.0864063,0.027451,-2.2785e-009
0.0431373,-0.187255,0.0218392,0.0431373,-2.33872e-009
0.0509804,0.127837,0.0936719,0.0509804,-2.38337e-009
0.0666667,0.00639043,-0.13841,0.0666667,-2.41907e-009
0.0745098,-0.120396,-0.0425743,0.0745098,-2.44366e-009
0.0901961,-0.0208032,0.0310171,0.0901961,-2.44793e-009
0.0980392,-0.09992,-0.00769464,0.0980392,-2.42885e-009
0.105882,0.0478566,0.0115956,0.105882,-2.43878e-009
0.113725,-0.18605,-0.0277435,0.113725,-2.45404e-009
0.129412,0.0548516,0.15895,0.129412,-2.43766e-009
0.137255,0.0504091,-0.0866283,0.137255,-2.38896e-009
0.145098,-0.149065,-0.0555623,0.145098,-2.34175e-009
0.152941,0.00804592,0.185805,0.152941,-2.30517e-009
0.160784,0.0522111,-0.154527,0.160784,-2.23549e-009
0.168627,-0.135282,0.0912951,0.168627,-2.14187e-009
0.168627,0.0378228,-0.0539303,0.168627,-2.09146e-009
0.176471,-0.131725,0.135007,0.176471,-2.01807e-009
0.184314,0.192354,-0.0472062,0.184314,-1.9171e-009
0.184314,-0.215504,-0.0408277,0.184314,-1.81106e-009
0.192157,0.10432,0.135352,0.192157,-1.72335e-009
0.192157,0.0695023,-0.117197,0.192157,-1.57978e-009
0.192157,-0.204153,-0.151973,0.192157,-1.4451e-009
0.192157,-0.0450902,0.320929,0.192157,-1.33286e-009
0.192157,0.219542,-0.240678,0.192157,-1.21334e-009
0.192157,-0.367618,-0.0487446,0.192157,-1.09146e-009
0.192157,0.106873,0.317635,0.192157,-9.59441e-010
0.192157,0.0736118,-0.362126,0.192157,-7.89702e-010
0.184314,-0.338241,0.288999,0.184314,-6.3612e-010
0.184314,0.247846,-0.0782025,0.184314,-5.0794e-010
0.176471,-0.146039,0.112483,0.176471,-3.55595e-010
0.176471,0.0499218,-0.176429,0.176471,-1.92406e-010
0.168627,-0.125126,0.214116,0.168627,-2.5238e-011
0.160784,0.0650785,-0.107018,0.160784,1.27382e-010
0.152941,0.0222784,0.0160638,0.152941,2.79964e-010
0.145098,-0.271806,-0.0667353,0.145098,4.32608e-010
0.137255,0.210866,0.218048,0.137255,5.55912e-010
0.129412,-0.186096,-0.260096,0.129412,7.10663e-010
0.121569,-0.0954349,0.188454,0.121569,8.52662e-010
0.113725,-0.051735,0.145344,0.113725,1.01674e-009
0.0980392,0.206406,-0.0364894,0.0980392,1.1538e-009
0.0901961,-0.206407,-0.05336,0.0901961,1.27457e-009
0.0823529,0.0467759,0.125344,0.0823529,1.41205e-009
0.0666667,0.0466533,-0.057803,0.0666667,1.53573e-009
0.0588235,-0.183245,-0.119035,0.0588235,1.65414e-009
0.0431373,-0.126671,0.257839,0.0431373,1.76883e-009
0.0352941,0.0703882,0.00673039,0.0352941,1.86923e-009
0.0196078,-0.0568885,0.15091,0.0196078,1.97433e-009
0.0117647,0.1453,-0.0284107,0.0117647,2.07198e-009
-0.00392157,-0.157277,-0.0485331,-0.00392157,2.15095e-009
-0.0117647,-0.0544172,0.209383,-0.0117647,2.23241e-009
