input,fft(real),fft(imaginary),ifft(real),ifft(imaginary)
0.545098,-0.303432,-0.187579,0.545098,2.17891e-009
0.529412,0.164154,0.438843,0.529412,2.51174e-009
0.521569,-0.0595158,-0.298168,0.521569,2.83744e-009
0.505882,-0.388348,0.245826,0.505882,3.19859e-009
0.482353,0.239924,0.474448,0.482353,3.5029e-009
0.466667,-0.0875364,0.148956,0.466667,3.78707e-009
0.443137,0.837888,0.586595,0.443137,4.08058e-009
0.419608,0.60533,-0.655543,0.419608,4.33443e-009
0.396078,-0.104825,-0.648344,0.396078,4.56329e-009
0.372549,-0.189134,0.220141,0.372549,4.81558e-009
0.341176,0.146471,-0.388607,0.341176,5.03843e-009
0.309804,0.221014,0.129263,0.309804,5.23616e-009
0.278431,-0.150528,-0.829422,0.278431,5.38423e-009
0.247059,-0.300972,0.15526,0.247059,5.52137e-009
0.215686,-0.0803645,-0.0417408,0.215686,5.62988e-009
0.184314,0.0119002,-0.294596,0.184314,5.72674e-009
0.152941,-0.267396,0.138672,0.152941,5.84126e-009
0.113725,-0.186137,-0.238534,0.113725,5.92096e-009
0.0823529,0.204259,0.448777,0.0823529,5.94601e-009
0.0431373,-0.22759,-0.676188,0.0431373,5.96197e-009
0.0117647,-0.0838364,0.538733,0.0117647,5.95936e-009
-0.027451,0.14391,-0.294188,-0.027451,5.95401e-009
-0.0666667,-0.191232,-0.162672,-0.0666667,5.86802e-009
-0.0980392,-0.00910261,0.312461,-0.0980392,5.77736e-009
-0.137255,0.0191812,-0.616635,-0.137255,5.68098e-009
-0.168627,-0.398713,0.571211,-0.168627,5.52992e-009
-0.2,0.40958,-0.364204,-0.2,5.39222e-009
-0.231373,-0.35989,0.0448732,-0.231373,5.26266e-009
-0.270588,0.0328336,-0.0613173,-0.270588,5.07712e-009
-0.301961,-0.0768421,0.161187,-0.301961,4.82498e-009
-0.32549,0.208618,-0.297678,-0.32549,4.59484e-009
-0.356863,-0.550418,0.0671719,-0.356863,4.36873e-009
-0.380392,0.433052,0.235341,-0.380392,4.12782e-009
-0.411765,-0.111319,-0.307198,-0.411765,3.85624e-009
-0.435294,-0.051738,-0.0878846,-0.435294,3.55196e-009
-0.458824,-0.0973508,0.160902,-0.458824,3.21658e-009
-0.47451,0.101366,-0.271365,-0.47451,2.9136e-009
-0.498039,-0.0789603,0.10629,-0.498039,2.58716e-009
-0.513725,-0.139645,-0.32992,-0.513725,2.23148e-009
-0.529412,-0.00604257,0.375681,-0.529412,1.84982e-009
-0.537255,0.156182,-0.481098,-0.537255,1.52446e-009
-0.552941,-0.414273,0.0343923,-0.552941,1.15737e-009
-0.560784,0.113661,0.132281,-0.560784,7.627e-010
-0.560784,-0.0409666,-0.259521,-0.560784,3.85258e-010
-0.568627,-0.173708,0.0508181,-0.568627,4.53307e-011
-0.568627,-0.0766663,-0.0273858,-0.568627,-3.30392e-010
-0.568627,0.0709921,0.00666906,-0.568627,-6.86903e-010
-0.568627,-0.255126,-0.120722,-0.568627,-1.07658e-009
-0.560784,0.220134,0.127283,-0.560784,-1.4342e-009
-0.552941,-0.379698,-0.352001,-0.552941,-1.7812e-009
-0.545098,0.141511,0.480863,-0.545098,-2.12636e-009
-0.537255,0.00501053,-0.54346,-0.537255,-2.48666e-009
-0.521569,-0.253678,0.277091,-0.521569,-2.83226e-009
-0.505882,0.0869065,-0.0960297,-0.505882,-3.15504e-009
-0.490196,0.0539619,-0.0783992,-0.490196,-3.49371e-009
-0.466667,-0.324799,-0.113317,-0.466667,-3.79745e-009
-0.443137,0.185872,0.125295,-0.443137,-4.07149e-009
-0.419608,-0.247354,-0.142519,-0.419608,-4.30672e-009
-0.396078,0.179597,-0.0424086,-0.396078,-4.54843e-009
-0.372549,-0.420433,-0.00187979,-0.372549,-4.78865e-009
-0.341176,0.335479,0.0476177,-0.341176,-4.98291e-009
-0.317647,-0.300197,-0.136875,-0.317647,-5.18246e-009
-0.286275,0.128709,-0.00477524,-0.286275,-5.37109e-009
-0.254902,-0.170752,-0.0549288,-0.254902,-5.54907e-009
-0.215686,0.0184397,0.0203356,-0.215686,-5.68505e-009
-0.184314,0.138052,-0.209676,-0.184314,-5.75323e-009
-0.152941,-0.512082,-0.0783007,-0.152941,-5.8557e-009
-0.113725,0.425099,0.19276,-0.113725,-5.91387e-009
-0.0823529,-0.347171,-0.43879,-0.0823529,-5.94659e-009
-0.0431373,-0.0356333,0.0535409,-0.0431373,-5.94799e-009
-0.0117647,-0.276613,0.155192,-0.0117647,-5.93275e-009
0.027451,0.313985,-0.248964,0.027451,-5.90022e-009
0.0588235,-0.47469,0.0857034,0.0588235,-5.85263e-009
0.0980392,0.291346,-0.107316,0.0980392,-5.77889e-009
0.129412,-0.306393,-0.0112804,0.129412,-5.6842e-009
0.168627,0.289507,-0.0897523,0.168627,-5.54998e-009
0.2,-0.357808,-0.487761,0.2,-5.38598e-009
0.231373,-0.28125,0.375478,0.231373,-5.22594e-009
0.262745,0.194395,-0.248091,0.262745,-5.0583e-009
0.294118,-0.13533,-0.11468,0.294118,-4.85268e-009
0.32549,-0.507998,-0.305267,0.32549,-4.64028e-009
0.356863,0.168912,0.680303,0.356863,-4.37967e-009
0.380392,0.199814,-0.915169,0.380392,-4.10535e-009
0.403922,-0.691577,0.0767187,0.403922,-3.85818e-009
0.435294,0.0721351,0.0306578,0.435294,-3.56208e-009
0.45098,-0.00908982,-0.365781,0.45098,-3.23975e-009
0.47451,-0.378761,-0.777579,0.47451,-2.94334e-009
0.490196,-1.53444,-0.251747,0.490196,-2.61504e-009
0.513725,-0.796973,0.896782,0.513725,-2.29588e-009
0.529412,-0.653862,0.91895,0.529412,-1.90109e-009
0.537255,0.593644,1.07731,0.537255,-1.53737e-009
0.552941,0.414155,-0.00747789,0.552941,-1.18315e-009
0.560784,-0.047361,-0.154935,0.560784,-7.85946e-010
0.560784,-0.169096,0.575308,0.560784,-4.13947e-010
0.568627,0.396424,-0.0233328,0.568627,-6.08444e-011
0.568627,-0.0403589,0.0940951,0.568627,3.09962e-010
0.568627,-0.0233545,0.0490785,0.568627,6.67143e-010
0.568627,0.155177,0.0974006,0.568627,1.05706e-009
0.560784,-0.110078,0.0889744,0.560784,1.42315e-009
0.552941,0.213038,-0.0730052,0.552941,1.7744e-009
0.545098,-0.221318,0.171193,0.545098,2.10319e-009
0.537255,0.22692,-0.0967967,0.537255,2.45525e-009
0.521569,-0.225368,0.126284,0.521569,2.81927e-009
0.505882,0.177423,0.0820407,0.505882,3.13874e-009
0.490196,-0.00159951,-0.150903,0.490196,3.46578e-009
0.466667,-0.161892,0.18536,0.466667,3.76907e-009
0.443137,0.167386,-0.135388,0.443137,4.0229e-009
0.427451,-0.160534,0.172489,0.427451,4.29773e-009
0.396078,-0.0244612,-0.265114,0.396078,4.56022e-009
0.372549,-0.111341,0.560482,0.372549,4.78106e-009
0.341176,0.321406,-0.500872,0.341176,4.98975e-009
0.317647,-0.518852,0.253638,0.317647,5.17376e-009
0.286275,0.293699,0.122612,0.286275,5.3614e-009
0.254902,-0.173429,-0.153301,0.254902,5.51376e-009
0.223529,0.00228231,0.33556,0.223529,5.66678e-009
0.184314,0.0749064,-0.240309,0.184314,5.76497e-009
0.152941,-0.0709555,0.290905,0.152941,5.81976e-009
0.121569,0.0380208,-0.217643,0.121569,5.9051e-009
0.0823529,0.0182736,0.224189,0.0823529,5.93899e-009
0.0509804,-0.0771704,-0.221725,0.0509804,5.9631e-009
0.0117647,-0.0800873,0.252776,0.0117647,5.95359e-009
-0.0196078,0.270611,-0.0118627,-0.0196078,5.92406e-009
-0.0588235,-0.364724,-0.382311,-0.0588235,5.90392e-009
-0.0980392,0.0868298,0.702696,-0.0980392,5.80386e-009
-0.129412,0.0838586,-0.663838,-0.129412,5.6791e-009
-0.160784,-0.256488,0.540942,-0.160784,5.56941e-009
-0.2,0.165379,-0.187087,-0.2,5.45226e-009
-0.231373,0.0210298,-0.00572442,-0.231373,5.25984e-009
-0.262745,-0.282194,0.164828,-0.262745,5.08923e-009
-0.294118,0.420869,-0.151343,-0.294118,4.87002e-009
-0.32549,-0.512684,0.103673,-0.32549,4.65499e-009
-0.356863,0.326829,0.0262112,-0.356863,4.3873e-009
-0.380392,-0.125125,0.0585149,-0.380392,4.10422e-009
-0.403922,-0.0316752,-0.124085,-0.403922,3.83807e-009
-0.427451,0.104538,0.131917,-0.427451,3.55382e-009
-0.45098,-0.321237,-0.143214,-0.45098,3.2802e-009
-0.47451,0.348078,0.308612,-0.47451,2.96867e-009
-0.490196,-0.255712,-0.452631,-0.490196,2.62717e-009
-0.513725,-0.128663,0.42661,-0.513725,2.27568e-009
-0.521569,0.247989,-0.103606,-0.521569,1.92501e-009
-0.537255,-0.173944,-0.130238,-0.537255,1.57793e-009
-0.545098,-0.197455,0.081203,-0.545098,1.22374e-009
-0.560784,0.195074,0.342641,-0.560784,8.50925e-010
-0.560784,0.00114821,-0.579647,-0.560784,4.65109e-010
-0.568627,-0.390826,0.563582,-0.568627,1.1307e-010
-0.568627,0.386667,-0.17891,-0.568627,-2.78202e-010
-0.568627,-0.173218,-0.00359011,-0.568627,-6.38443e-010
-0.568627,-0.143883,0.0510833,-0.568627,-1.02878e-009
-0.560784,0.180364,0.0765338,-0.560784,-1.38486e-009
-0.552941,-0.115115,0.00730928,-0.552941,-1.73312e-009
-0.545098,0.00548612,-0.19894,-0.545098,-2.07846e-009
-0.537255,-0.101339,0.418265,-0.537255,-2.43165e-009
-0.521569,0.0919903,-0.450378,-0.521569,-2.77611e-009
-0.505882,-0.0710886,0.467637,-0.505882,-3.09482e-009
-0.490196,-0.0976282,-0.472156,-0.490196,-3.41519e-009
-0.466667,0.143227,0.541919,-0.466667,-3.70513e-009
-0.45098,-0.129628,-0.577527,-0.45098,-3.96682e-009
-0.427451,-0.0126554,0.328303,-0.427451,-4.26321e-009
-0.403922,-0.233736,-0.13392,-0.403922,-4.54152e-009
-0.372549,0.311268,0.0514807,-0.372549,-4.76793e-009
-0.34902,-0.528667,-0.264167,-0.34902,-4.97474e-009
-0.317647,0.0696087,0.344974,-0.317647,-5.18202e-009
-0.286275,-0.068596,-0.218614,-0.286275,-5.35122e-009
-0.254902,-0.399885,0.107028,-0.254902,-5.49167e-009
-0.223529,0.196332,0.322745,-0.223529,-5.61628e-009
-0.192157,-0.170481,-0.360148,-0.192157,-5.7594e-009
-0.152941,-0.192363,0.170195,-0.152941,-5.82516e-009
-0.121569,-0.535862,-0.173086,-0.121569,-5.87566e-009
-0.0901961,-0.429331,0.666901,-0.0901961,-5.93918e-009
-0.0509804,-0.290507,0.551016,-0.0509804,-5.97902e-009
-0.0117647,0.442068,1.01654,-0.0117647,-5.9611e-009
0.0196078,0.538471,0.025882,0.0196078,-5.92517e-009
0.0588235,0.484847,0.189205,0.0588235,-5.8794e-009
0.0901961,0.0368078,-0.312402,0.0901961,-5.7947e-009
0.129412,0.306871,0.398916,0.129412,-5.69753e-009
0.160784,0.187816,-0.44049,0.160784,-5.55588e-009
0.192157,-0.0343585,0.16021,0.192157,-5.45936e-009
0.231373,0.0605817,-0.00240461,0.231373,-5.28776e-009
0.262745,0.21665,-0.0157673,0.262745,-5.09554e-009
0.294118,-0.0781903,0.106781,0.294118,-4.87555e-009
0.32549,0.336392,-0.217527,0.32549,-4.63065e-009
0.34902,-0.28142,0.206874,0.34902,-4.3952e-009
0.380392,0.34981,-0.210619,0.380392,-4.13539e-009
0.403922,-0.202019,0.28697,0.403922,-3.85044e-009
0.427451,0.231627,-0.232629,0.427451,-3.56718e-009
0.45098,0.065417,0.359216,0.45098,-3.27336e-009
0.47451,0.0713356,-0.388689,0.47451,-2.95201e-009
0.490196,0.185744,0.396667,0.490196,-2.6079e-009
0.505882,0.0752383,-0.46632,0.505882,-2.28207e-009
0.521569,-0.0574524,0.138139,0.521569,-1.9519e-009
0.537255,0.0357146,0.105672,0.537255,-1.58226e-009
0.545098,0.247117,-0.248924,0.545098,-1.20006e-009
0.552941,-0.20623,0.187127,0.552941,-8.62754e-010
0.560784,0.221921,-0.165735,0.560784,-5.14619e-010
0.568627,0.0684803,0.218733,0.568627,-1.35926e-010
0.568627,0.11305,-0.398466,0.568627,2.59805e-010
0.568627,-0.0988854,0.15934,0.568627,6.21437e-010
0.568627,0.0683944,-0.00602951,0.568627,1.01757e-009
0.560784,0.245067,-0.100451,0.560784,1.38426e-009
0.552941,-0.164389,-0.146823,0.552941,1.73066e-009
0.545098,0.0145326,0.0869704,0.545098,2.0684e-009
0.537255,0.232872,-0.0442101,0.537255,2.4226e-009
0.521569,-0.199079,-0.178729,0.521569,2.76975e-009
0.505882,0.201537,0.0311688,0.505882,3.09173e-009
0.490196,-0.250962,0.00387796,0.490196,3.40541e-009
0.466667,0.339975,-0.113957,0.466667,3.69309e-009
0.45098,-0.290956,0.0714564,0.45098,3.97252e-009
0.427451,0.164902,-0.164307,0.427451,4.25608e-009
0.403922,0.0375207,0.312291,0.403922,4.53193e-009
0.372549,0.000148834,-0.494939,0.372549,4.75417e-009
0.34902,0.130621,0.428166,0.34902,4.96856e-009
0.317647,-0.188629,-0.531021,0.317647,5.16914e-009
0.286275,0.201442,0.466943,0.286275,5.34445e-009
0.254902,-0.0622403,-0.336715,0.254902,5.48786e-009
0.223529,0.12699,-0.0913146,0.223529,5.61056e-009
0.192157,-0.327642,0.356643,0.192157,5.71809e-009
0.160784,0.67492,-0.474145,0.160784,5.815e-009
0.121569,-0.737195,0.243581,0.121569,5.88677e-009
0.0901961,0.59424,-0.11114,0.0901961,5.93698e-009
0.0509804,-0.21698,0.0735435,0.0509804,5.95076e-009
0.0196078,0.0637119,-0.230099,0.0196078,5.94775e-009
-0.0196078,0.199809,0.243839,-0.0196078,5.92193e-009
-0.0509804,-0.21667,-0.401929,-0.0509804,5.88564e-009
-0.0901961,0.367009,0.258393,-0.0901961,5.80348e-009
-0.121569,-0.40157,-0.342636,-0.121569,5.71205e-009
-0.160784,0.472654,0.137472,-0.160784,5.60207e-009
-0.192157,-0.540525,-0.149187,-0.192157,5.45643e-009
-0.223529,0.559528,0.0217285,-0.223529,5.32888e-009
-0.262745,-0.495791,0.0137557,-0.262745,5.14512e-009
-0.294118,0.460922,-0.207427,-0.294118,4.89158e-009
-0.317647,-0.414248,0.387877,-0.317647,4.68575e-009
-0.34902,0.632061,-0.552496,-0.34902,4.45686e-009
-0.380392,-0.623352,0.494326,-0.380392,4.18747e-009
-0.403922,0.848994,-0.588528,-0.403922,3.89882e-009
-0.427451,-0.967476,0.358363,-0.427451,3.62327e-009
-0.45098,1.20329,-0.0531944,-0.45098,3.31626e-009
-0.47451,-0.832811,-0.513537,-0.47451,2.98687e-009
-0.490196,0.505284,0.527071,-0.490196,2.64794e-009
-0.505882,0.0338037,-0.479563,-0.505882,2.31321e-009
-0.521569,0.0881901,-0.0947864,-0.521569,1.98276e-009
-0.537255,-0.187185,-0.0332189,-0.537255,1.61634e-009
-0.545098,0.375911,-0.0778586,-0.545098,1.23826e-009
-0.552941,-0.128029,-0.317828,-0.552941,8.92591e-010
-0.560784,-0.0105144,-0.0850714,-0.560784,5.30213e-010
-0.568627,-0.0160435,-0.163424,-0.568627,1.58877e-010
-0.568627,-0.272161,0.0544208,-0.568627,-2.3022e-010
-0.568627,0.499893,0.174009,-0.568627,-5.94996e-010
-0.568627,-0.0948281,-0.421375,-0.568627,-9.84525e-010
-0.560784,0.303354,0.232129,-0.560784,-1.34688e-009
-0.552941,0.368025,-0.310366,-0.552941,-1.69379e-009
-0.545098,0.912351,-0.392541,-0.545098,-2.02773e-009
-0.537255,0.161376,-2.14459,-0.537255,-2.38293e-009
-0.521569,-1.88312,-0.90065,-0.521569,-2.72537e-009
-0.505882,-1.18428,0.251487,-0.505882,-3.03272e-009
-0.490196,-0.75157,1.05699,-0.490196,-3.33508e-009
-0.47451,0.577542,0.275368,-0.47451,-3.6505e-009
-0.45098,0.00239328,-0.106611,-0.45098,-3.95592e-009
-0.427451,-0.295464,-0.583732,-0.427451,-4.20311e-009
-0.403922,-0.5926,0.576839,-0.403922,-4.45836e-009
-0.380392,0.228969,-0.0563481,-0.380392,-4.70664e-009
-0.34902,-0.22133,-0.0486502,-0.34902,-4.91436e-009
-0.32549,-0.332649,0.0441367,-0.32549,-5.12719e-009
-0.294118,0.00407108,0.144079,-0.294118,-5.31557e-009
-0.262745,-0.268009,0.118482,-0.262745,-5.48731e-009
-0.231373,0.176983,-0.0709888,-0.231373,-5.64038e-009
-0.192157,-0.646413,0.158302,-0.192157,-5.75026e-009
-0.160784,0.57053,0.417687,-0.160784,-5.8166e-009
-0.129412,-0.322707,-0.500072,-0.129412,-5.90161e-009
-0.0901961,0.056219,0.439573,-0.0901961,-5.94492e-009
-0.0588235,-0.192042,-0.293871,-0.0588235,-5.97794e-009
-0.0196078,0.161819,0.345684,-0.0196078,-5.98782e-009
0.0196078,-0.260236,-0.352164,0.0196078,-5.94747e-009
0.0509804,0.112441,0.327156,0.0509804,-5.88973e-009
0.0901961,-0.239637,-0.243342,0.0901961,-5.80607e-009
0.121569,0.103241,0.213779,0.121569,-5.7182e-009
0.160784,-0.239086,-0.132062,0.160784,-5.59759e-009
0.192157,0.139635,0.184733,0.192157,-5.43057e-009
0.223529,-0.2359,-0.2944,0.223529,-5.277e-009
0.254902,-0.117647,0.519556,0.254902,-5.09288e-009
0.286275,0.383212,-0.426444,0.286275,-4.91211e-009
0.317647,-0.644199,0.108087,0.317647,-4.71161e-009
0.34902,0.27097,0.179597,0.34902,-4.46103e-009
0.372549,-0.0577986,-0.0600157,0.372549,-4.21411e-009
0.403922,-0.170803,-0.148489,0.403922,-3.94167e-009
0.427451,-0.0634419,0.280947,0.427451,-3.63816e-009
0.45098,-0.0393491,-0.0560007,0.45098,-3.30754e-009
0.466667,0.188022,0.0255414,0.466667,-2.99482e-009
0.490196,-0.44707,-0.223329,0.490196,-2.68776e-009
0.505882,0.121563,0.518412,0.505882,-2.34358e-009
0.521569,0.135974,-0.420667,0.521569,-2.00461e-009
0.537255,-0.432915,0.221604,0.537255,-1.63615e-009
0.545098,0.296373,0.0513255,0.545098,-1.24945e-009
0.552941,-0.249032,0.0083717,0.552941,-9.05455e-010
0.560784,0.184724,-0.0547974,0.560784,-5.41534e-010
0.568627,-0.23881,0.0906719,0.568627,-1.61547e-010
0.568627,0.112549,-0.199522,0.568627,2.33183e-010
0.568627,-0.369245,0.283008,0.568627,5.8949e-010
0.568627,0.408142,-0.0687555,0.568627,9.80516e-010
0.560784,-0.470517,-0.249474,0.560784,1.34608e-009
0.552941,0.0236056,0.543024,0.552941,1.69793e-009
0.545098,0.159835,-0.43143,0.545098,2.02728e-009
0.537255,-0.288537,0.397509,0.537255,2.38199e-009
0.521569,0.162865,-0.471678,0.521569,2.72901e-009
0.505882,-0.539303,0.671713,0.505882,3.04304e-009
0.490196,0.806042,-0.289725,0.490196,3.33539e-009
0.47451,-0.777216,-0.268601,0.47451,3.65966e-009
0.45098,0.0831129,0.614856,0.45098,3.95484e-009
0.427451,0.316263,-0.301619,0.427451,4.23445e-009
0.403922,-0.435375,0.0114459,0.403922,4.45474e-009
0.380392,0.186852,0.0885434,0.380392,4.71511e-009
0.34902,-0.355904,0.0567769,0.34902,4.91663e-009
0.32549,0.399733,0.213427,0.32549,5.13085e-009
0.294118,-0.23182,-0.471356,0.294118,5.30748e-009
0.262745,-0.364293,0.393075,0.262745,5.47674e-009
0.231373,0.335264,0.148672,0.231373,5.61005e-009
0.2,-0.136013,-0.271931,0.2,5.75538e-009
0.160784,-0.168618,0.133589,0.160784,5.84623e-009
0.129412,-0.18195,0.153199,0.129412,5.92496e-009
0.0901961,0.321338,0.142932,0.0901961,5.95449e-009
0.0588235,-0.349815,-0.322617,0.0588235,5.97371e-009
0.0196078,-0.0419536,0.415178,0.0196078,5.96219e-009
-0.0117647,-0.100766,-0.0520443,-0.0117647,5.94906e-009
-0.0509804,0.185753,0.256465,-0.0509804,5.89609e-009
-0.0823529,-0.204547,-0.393122,-0.0823529,5.83108e-009
-0.121569,-0.340672,0.570443,-0.121569,5.75194e-009
-0.152941,0.483597,-0.0600009,-0.152941,5.64518e-009
-0.192157,-0.600251,-0.201093,-0.192157,5.5034e-009
-0.223529,-0.0460543,0.609001,-0.223529,5.32635e-009
-0.254902,-0.0495713,0.0361043,-0.254902,5.15677e-009
-0.286275,-0.0660531,0.639015,-0.286275,4.95481e-009
-0.317647,0.708125,0.0566829,-0.317647,4.75246e-009
-0.34902,-0.467875,-0.484922,-0.34902,4.50005e-009
-0.372549,-0.438009,0.864136,-0.372549,4.25338e-009
-0.403922,0.272032,0.907233,-0.403922,3.97818e-009
-0.427451,1.39079,0.650387,-0.427451,3.67014e-009
-0.45098,0.828547,-0.995843,-0.45098,3.33564e-009
-0.466667,-0.131666,-0.406339,-0.466667,3.04681e-009
-0.490196,0.00526855,-0.081707,-0.490196,2.72368e-009
-0.505882,0.198887,-0.147155,-0.505882,2.37283e-009
-0.521569,0.0153323,-0.17074,-0.521569,2.0273e-009
-0.537255,0.107754,-0.19205,-0.537255,1.66842e-009
-0.545098,-0.161458,-0.212081,-0.545098,1.29341e-009
-0.552941,-0.0590965,0.204432,-0.552941,9.39506e-010
-0.560784,0.356672,-0.206883,-0.560784,5.83949e-010
-0.568627,-0.275438,-0.253119,-0.568627,2.1518e-010
-0.568627,-0.0469211,0.0851717,-0.568627,-1.79154e-010
-0.568627,0.0767531,0.108221,-0.568627,-5.43441e-010
-0.568627,0.154581,-0.365102,-0.568627,-9.24106e-010
-0.560784,-0.439031,0.15232,-0.560784,-1.25287e-009
-0.560784,0.469179,0.114746,-0.560784,-1.61621e-009
-0.552941,-0.171013,-0.36881,-0.552941,-2.01926e-009
-0.537255,-0.0372241,0.146691,-0.537255,-2.35214e-009
-0.529412,0.0426909,-0.0819251,-0.529412,-2.68749e-009
-0.513725,-0.00420402,-0.0713064,-0.513725,-3.0684e-009
-0.490196,-0.0472511,0.0601971,-0.490196,-3.36618e-009
-0.47451,0.177448,-0.173236,-0.47451,-3.66721e-009
-0.45098,-0.29412,-0.0427764,-0.45098,-3.91536e-009
-0.435294,0.216496,0.129736,-0.435294,-4.21797e-009
-0.403922,-0.0565535,-0.281304,-0.403922,-4.4828e-009
-0.380392,-0.134947,0.137811,-0.380392,-4.69593e-009
-0.356863,0.181006,-0.0896376,-0.356863,-4.91849e-009
-0.32549,-0.177686,-0.0445735,-0.32549,-5.14798e-009
-0.294118,0.213964,-0.0343162,-0.294118,-5.31655e-009
-0.262745,-0.261489,-0.21769,-0.262745,-5.46621e-009
-0.231373,0.0206225,0.215135,-0.231373,-5.59817e-009
-0.2,0.139225,-0.200616,-0.2,-5.70799e-009
-0.168627,-0.278673,-0.166823,-0.168627,-5.83141e-009
-0.129412,-0.0744019,0.278364,-0.129412,-5.90478e-009
-0.0980392,0.241317,-0.0914017,-0.0980392,-5.95815e-009
-0.0588235,-0.192745,-0.276646,-0.0588235,-5.98459e-009
-0.027451,-0.203135,0.310874,-0.027451,-5.98679e-009
0.0117647,0.367205,-0.107759,0.0117647,-5.98345e-009
0.0509804,-0.320479,-0.275852,0.0509804,-5.92349e-009
0.0823529,-0.151461,0.32454,0.0823529,-5.85143e-009
0.121569,0.325446,-0.0366235,0.121569,-5.74986e-009
0.152941,-0.211886,-0.248538,0.152941,-5.61231e-009
0.184314,-0.126622,0.167606,0.184314,-5.51301e-009
0.223529,0.205268,0.129418,0.223529,-5.35627e-009
0.254902,-0.0029166,-0.460471,0.254902,-5.1592e-009
0.286275,-0.370762,0.256149,0.286275,-4.93975e-009
0.317647,0.190241,0.0170479,0.317647,-4.71186e-009
0.341176,0.037425,-0.0940051,0.341176,-4.48194e-009
0.372549,-0.335989,-0.130956,0.372549,-4.24063e-009
0.396078,0.118904,0.381157,0.396078,-3.95685e-009
0.419608,0.0910025,-0.281787,0.419608,-3.69306e-009
0.443137,-0.238941,0.00163025,0.443137,-3.40441e-009
0.466667,0.00151756,0.251725,0.466667,-3.115e-009
0.490196,0.162763,-0.14285,0.490196,-2.76955e-009
0.505882,-0.164597,-0.0155358,0.505882,-2.41399e-009
0.521569,-0.0179598,0.153877,0.521569,-2.06291e-009
0.537255,0.226411,-0.11401,0.537255,-1.69124e-009
0.545098,-0.321895,-0.0223818,0.545098,-1.32307e-009
0.552941,0.28529,0.14013,0.552941,-9.68067e-010
0.560784,-0.104736,-0.192292,0.560784,-6.12701e-010
0.568627,-0.0184386,-0.0497535,0.568627,-2.30333e-010
0.568627,-0.156475,0.179819,0.568627,1.61266e-010
0.568627,0.338428,-0.1148,0.568627,5.23379e-010
0.568627,-0.327184,-0.192357,0.568627,8.92982e-010
0.560784,0.0510813,0.227356,0.560784,1.23611e-009
0.560784,0.134388,-0.174984,0.560784,1.59779e-009
0.552941,-0.229783,-0.238505,0.552941,1.98966e-009
0.537255,-0.230462,0.278483,0.537255,2.32939e-009
0.529412,0.199341,-0.048606,0.529412,2.66365e-009
0.513725,-0.198197,-0.064303,0.513725,3.01517e-009
0.498039,-0.154367,0.120037,0.498039,3.34182e-009
0.47451,0.20193,0.207053,0.47451,3.6494e-009
0.458824,-0.129873,-0.252944,0.458824,3.93276e-009
0.435294,0.0550519,0.315242,0.435294,4.22881e-009
0.411765,0.0142533,-0.208961,0.411765,4.49611e-009
0.380392,0.0110037,0.143183,0.380392,4.74362e-009
0.356863,0.0566437,-0.0591849,0.356863,4.94148e-009
0.32549,0.000434163,-0.178459,0.32549,5.15883e-009
0.294118,-0.198405,0.178122,0.294118,5.34877e-009
0.262745,0.263648,-0.0516901,0.262745,5.4795e-009
0.231373,0.0362919,-0.216192,0.231373,5.60864e-009
0.2,-0.324815,-0.371108,0.2,5.70985e-009
0.168627,-0.345898,0.16754,0.168627,5.83401e-009
0.129412,-0.363081,0.134991,0.129412,5.90037e-009
0.0980392,-0.0396569,0.469824,0.0980392,5.95215e-009
0.0588235,0.137688,0.289336,0.0588235,5.98202e-009
0.027451,0.215923,-0.0549382,0.027451,5.98399e-009
-0.0117647,-0.0536725,0.260198,-0.0117647,5.9591e-009
-0.0431373,0.297128,-0.156132,-0.0431373,5.91792e-009
